3–6 months	0	1.0	2	Medicines and Healthcare products Regulatory Agency (MHRA) guidance (2011) advises that 'prescribers should review the safety and efficacy of pioglitazone in individuals after 3–6 months of treatment to ensure that only patients who are deriving benefit continue to be treated'.	Medicines and Healthcare products Regulatory Agency (MHRA) guidance (2011) advises that 'prescribers should review the safety and efficacy of pioglitazone in individuals after 3–6 months of treatment to ensure that only patients who are deriving benefit continue to be treated'.	
ace inhibitor	0	1.0	2	Caribbean family origin should be an ACE inhibitor plus either a diuretic or a generic calcium-channel blocker.	Caribbean family origin should be an ACE inhibitor plus either a diuretic or a generic calcium-channel blocker.	
advise	0	1.0	4	Medicines and Healthcare products Regulatory Agency (MHRA) guidance (2011) advises that 'prescribers should review the safety and efficacy of pioglitazone in individuals after 3–6 months of treatment to ensure that only patients who are deriving benefit continue to be treated'.	Advise adults with type 2 diabetes that limited substitution of sucrose-containing foods for other carbohydrate in the meal plan is allowable, but that they should take care to avoid excess energy intake.	Medicines and Healthcare products Regulatory Agency (MHRA) guidance (2011) advises that 'prescribers should review the safety and efficacy of pioglitazone in individuals after 3–6 months of treatment to ensure that only patients who are deriving benefit continue to be treated'.	Advise adults with type 2 diabetes that limited substitution of sucrose-containing foods for other carbohydrate in the meal plan is allowable, but that they should take care to avoid excess energy intake.	
advise adults	0	1.0	2	Advise adults with type 2 diabetes that limited substitution of sucrose-containing foods for other carbohydrate in the meal plan is allowable, but that they should take care to avoid excess energy intake.	Advise adults with type 2 diabetes that limited substitution of sucrose-containing foods for other carbohydrate in the meal plan is allowable, but that they should take care to avoid excess energy intake.	
age	0	1.0	52	Known risk factors for these conditions, including increased age, should be carefully evaluated before treatment: see the manufacturers' summaries of product characteristics for details	Medicines and Healthcare products Regulatory Agency (MHRA) guidance (2011) advises that 'prescribers should review the safety and efficacy of pioglitazone in individuals after 3–6 months of treatment to ensure that only patients who are deriving benefit continue to be treated'.	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	It has specific aims and learning objectives, and supports the person and their family members and carers in developing attitudes, beliefs, knowledge and skills to self-manage diabetes.	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	For recommendations on lifestyle advice, see the NICE guidelines on: preventing excess weight gain, weight management, obesity, physical activity, smoking: brief interventions and referrals, stop smoking services, smoking: harm reduction, and smoking: acute, maternity and mental health services.	Repeat blood pressure measurements within: 1 month if blood pressure is higher than 150 90 mmHg 2 months if blood pressure is higher than 140 80 mmHg 2 months if blood pressure is higher than 130 80 mmHg and there is kidney, eye or cerebrovascular damage.	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	For adults with type 2 diabetes managed either by lifestyle and diet, or by lifestyle and diet combined with a single drug not associated with hypoglycaemia, support the person to aim for an HbA1c level of 48 mmol mol ( percent)	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	Last updated May 2017 on a case-by-case basis, with particular consideration for people who are older or frail, for adults with type 2 diabetes: who are unlikely to achieve longer-term risk-reduction benefits, for example, people with a reduced life expectancy for whom tight blood glucose control poses a high risk of the consequences of hypoglycaemia, for example, people who are at risk of falling, people who have impaired awareness of hypoglycaemia, and people who drive or operate machinery as part of their job for whom intensive management would not be appropriate, for example, people with significant comorbidities.	If adults with type 2 diabetes achieve an HbA1c level that is lower than their target and they are not experiencing hypoglycaemia, encourage them to maintain it	Take the Driver and Vehicle Licensing Agency (DVLA) At a glance guide to the current medical standards of fitness to drive into account when offering self-monitoring of blood glucose levels for adults with type 2 diabetes.	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	Last updated May 2017 safety (see Medicines and Healthcare products Regulatory Agency MHRA guidance) and tolerability of the drug treatment(s) the person's individual clinical circumstances, for example, comorbidities, risks from polypharmacy the person's individual preferences and needs the licensed indications or combinations available cost (if 2 drugs in the same class are appropriate, choose the option with the lowest acquisition cost).	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	Known risk factors for these conditions, including increased age, should be carefully evaluated before treatment: see the manufacturers' summaries of product characteristics for details	Medicines and Healthcare products Regulatory Agency (MHRA) guidance (2011) advises that 'prescribers should review the safety and efficacy of pioglitazone in individuals after 3–6 months of treatment to ensure that only patients who are deriving benefit continue to be treated'.	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	It has specific aims and learning objectives, and supports the person and their family members and carers in developing attitudes, beliefs, knowledge and skills to self-manage diabetes.	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	For recommendations on lifestyle advice, see the NICE guidelines on: preventing excess weight gain, weight management, obesity, physical activity, smoking: brief interventions and referrals, stop smoking services, smoking: harm reduction, and smoking: acute, maternity and mental health services.	Repeat blood pressure measurements within: 1 month if blood pressure is higher than 150 90 mmHg 2 months if blood pressure is higher than 140 80 mmHg 2 months if blood pressure is higher than 130 80 mmHg and there is kidney, eye or cerebrovascular damage.	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	For adults with type 2 diabetes managed either by lifestyle and diet, or by lifestyle and diet combined with a single drug not associated with hypoglycaemia, support the person to aim for an HbA1c level of 48 mmol mol ( percent)	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	Last updated May 2017 on a case-by-case basis, with particular consideration for people who are older or frail, for adults with type 2 diabetes: who are unlikely to achieve longer-term risk-reduction benefits, for example, people with a reduced life expectancy for whom tight blood glucose control poses a high risk of the consequences of hypoglycaemia, for example, people who are at risk of falling, people who have impaired awareness of hypoglycaemia, and people who drive or operate machinery as part of their job for whom intensive management would not be appropriate, for example, people with significant comorbidities.	If adults with type 2 diabetes achieve an HbA1c level that is lower than their target and they are not experiencing hypoglycaemia, encourage them to maintain it	Take the Driver and Vehicle Licensing Agency (DVLA) At a glance guide to the current medical standards of fitness to drive into account when offering self-monitoring of blood glucose levels for adults with type 2 diabetes.	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	Last updated May 2017 safety (see Medicines and Healthcare products Regulatory Agency MHRA guidance) and tolerability of the drug treatment(s) the person's individual clinical circumstances, for example, comorbidities, risks from polypharmacy the person's individual preferences and needs the licensed indications or combinations available cost (if 2 drugs in the same class are appropriate, choose the option with the lowest acquisition cost).	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	Type 2 diabetes in adults: management (NG28) conditions notice-of-rights)	
algorithm	0	1.0	2	Algorithm for blood glucose lowering therapy in adults with type 2 diabetes	Algorithm for blood glucose lowering therapy in adults with type 2 diabetes	
antiplatelet	0	1.0	2	Do not offer antiplatelet therapy (aspirin or clopidogrel) for adults with type 2 diabetes without cardiovascular disease.	Do not offer antiplatelet therapy (aspirin or clopidogrel) for adults with type 2 diabetes without cardiovascular disease.	
antiplatelet therapy	0	1.0	2	Do not offer antiplatelet therapy (aspirin or clopidogrel) for adults with type 2 diabetes without cardiovascular disease.	Do not offer antiplatelet therapy (aspirin or clopidogrel) for adults with type 2 diabetes without cardiovascular disease.	
aspirin	0	1.0	2	Do not offer antiplatelet therapy (aspirin or clopidogrel) for adults with type 2 diabetes without cardiovascular disease.	Do not offer antiplatelet therapy (aspirin or clopidogrel) for adults with type 2 diabetes without cardiovascular disease.	
assessment	0	1.0	4	If adults with type 2 diabetes are self-monitoring their blood glucose levels, carry out a structured assessment at least annually	The assessment should include: the person's self-monitoring skills the quality and frequency of testing checking that the person knows how to interpret the blood glucose results and what action to take the impact on the person's quality of life the continued benefit to the person the equipment used.	If adults with type 2 diabetes are self-monitoring their blood glucose levels, carry out a structured assessment at least annually	The assessment should include: the person's self-monitoring skills the quality and frequency of testing checking that the person knows how to interpret the blood glucose results and what action to take the impact on the person's quality of life the continued benefit to the person the equipment used.	
